title,website_url,homeschool_com_url,grades_or_ages,prices_mentioned,description
Kitoodle Creators,https://kitoodleshop.com/,https://www.homeschool.com/resource-guide/kitoodle-creators/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,varies,"Kitoodle Creators provides a quality STEAM education for students ages 5-12. Through online classes, in-person classes, homeschool semester sets including hands-on projects, and more, your child can learn how and why"
Harmony Fine Arts at Home,https://harmonyfinearts.org/,https://www.homeschool.com/resource-guide/harmony-fine-arts-at-home/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"Art appreciation course and music appreciation course. These two courses are designed to span high school, based on classical models."
Qubitstoy Toys and Toy Kits,https://qubitstoy.com/,https://www.homeschool.com/resource-guide/qubitstoy-toys-and-toy-kits/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free-$290,"Qubitstoy offers a collection of toys and toy kits are easy to assemble. Tailored more to younger kids, It teaches about modular design and geometric shapes."
Christian Life Coach to Homeschool Moms,https://nearstillwaters.ca/,https://www.homeschool.com/resource-guide/christian-life-coach-to-homeschool-moms/,,$147 - $197/monthly,"I’m a Christian, wife, life coach, and momma to 7 grown children. I homeschooled all 7 of them, including my special needs child. Through this I realized the challenges of raising them, then letting go. I specialize"
Math Mammoth,https://www.mathmammoth.com/,https://www.homeschool.com/resource-guide/math-mammoth/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade,Varies,"""The aim of my books is first and foremost to explain math in very simple terms, yet rigorously, concentrating on helping students understand the actual concepts of math. I use visual models and exercises based on"
Frontier Girls Online Curriculum,https://frontiergirls.com/,https://www.homeschool.com/resource-guide/frontier-girls-online-curriculum/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$29-$58/yr,"Frontier Girls is an educational incentive program for lifelong learning that uses badges and awards similar to scouting programs like Girl Scouts. Written by homeschoolers, programs offered by Quest Clubs seek to show"
Little Polyglot Books,https://www.linguacious.net/,https://www.homeschool.com/resource-guide/little-polyglot-books/,Pre-K - 12th Grade,$13,"Little Polyglot Books are vocabulary picture books, available in dozens of languages. A QR scanner is used to listen to pronunciation by native speakers. Printable games are available to use alongside the books."
Evan Moor,https://www.evan-moor.com/,https://www.homeschool.com/resource-guide/evan-moor/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,varies,"Evan Moor was founded by teachers who desired to help their struggling students. While they have many books and supplemental aids that can work in conjunction with schools or supplement other curricula, they've also"
Grace & Grit Homeschool Unit Studies,https://graceandgritbox.com/,https://www.homeschool.com/resource-guide/grace-grit/,3rd Grade; 4th Grade; 5th Grade; 6th Grade,$39-$49,Grace & Grit gives girls the tools needed to develop self-esteem and the inspiration to achieve their dreams. Grace and Grit provide interesting and exciting unit studies for young girls grades 3-6. A great way to
Real Science-4-Kids,https://gravitaspublications.com/,https://www.homeschool.com/resource-guide/real-science-4-kids/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,Varies,"""Real Science-4-Kids is an award-winning science curriculum for kids. Real science teaches the fundamental building blocks in an engaging, age-appropriate way. Teach your children real science and give them the tools"
Film School 4 Teens,https://www.fs4t.com,https://www.homeschool.com/resource-guide/film-school-4-teens/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$150-$300,Enter for a free Film Making Course Giveaway! The courses that Film School 4 Teens offer are perfect for the electives needs in your homeschool high school. These courses are well put together and are designed
Logos Online School,https://logosonlineschool.com/,https://www.homeschool.com/resource-guide/logos-online-school/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$650-$2340,"Logos Online School provides a Christ-centered, classical education for grades 7 through 12 that's both affordable and accredited."
Innovators Tribe,https://www.innovatorstribe.com/,https://www.homeschool.com/resource-guide/innovators-tribe-2/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$69 per mini course,"Innovators Tribe provides teachers and home school parents/teachers with a powerful curriculum and resources to help revive innovation, creativity, and discovery. Packed inside each course are exciting, cutting-edge"
Live Education Books,https://www.live-education.com/,https://www.homeschool.com/resource-guide/live-education-books/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,Starting at $420,Live Education! provides homeschooling supplies for families inspired by a Waldorf perspective. We offer individualized curriculum and pedagogical support for children in kindergarten up to 8th grade to supplement
TechnoKids Computer Curriculum,https://www.technokids.com/,https://www.homeschool.com/resource-guide/technokids-computer-curriculum/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),TechnoKids Computer Curriculum is a collection of technology projects full of Microsoft Office activities.
Get Ready 4 Kindegarten,https://www.homeschool.com/resource-guide/get-ready-4-kindegarten/,https://www.homeschool.com/resource-guide/get-ready-4-kindegarten/,Preschool,$50/month,"A month’s worth of preschool curriculum materials and activities delivered to your door so you can focus on quality learning time with your preschooler without the hassle of planning, prepping, shopping, and"
Preply,https://preply.com/,https://www.homeschool.com/resource-guide/preply/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1 - $40 per hour,"Prepare to speak confidently with the best online tutors. Choose the language you want to learn, choose a tutor, book an online trial lesson, enjoy live learning in an interactive classroom, then focus on your personal"
U-Tech Preparatory School,https://utechprep.org/,https://www.homeschool.com/resource-guide/u-tech-preparatory-school/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Per course or full-time pricing options,"U-Tech Prep provides proven, innovative, online education to students in grades 6-12 from experienced online educators. U-Tech offers a high quality curriculum, including a Scholars Academy, with maximum flexibility,"
Art Graphica,https://www.artgraphica.com/art,https://www.homeschool.com/resource-guide/art-graphica/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"Art Graphica presents free, online art lessons in many different mediums."
Adobe Filmmaking,https://www.adobe.com/creativecloud/video/discover/Introducing-Filmmaking-and-Animation-for-Kids.html,https://www.homeschool.com/resource-guide/adobe-filmmaking/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$20.99/month,"Do you have a child interested in movies and filmmaking? If so, check out Adobe Filmmaking. It can be used to introduce them to different styles of animation and live-action filmmaking, while also providing benefits"
MyKey Plans Online Portfolio,https://mykeyplans.com/,https://www.homeschool.com/resource-guide/mykey-plans-online-portfolio/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$19.95-$49.95,"MyKey Plans is a structured online resource where special needs students can create and update their own portfolios. They use workbooks to learn and grow their portfolios through high school. After their graduation,"
Geography Books for Kids,https://www.homeschool.com/resource-guide/geography-books-for-kids/,https://www.homeschool.com/resource-guide/geography-books-for-kids/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,Varies,"""The Little Man In the Map: With clues to Remember All 50 States employs an effective method of mnemonics and rhyming lessons to teach U.S. geography. The story features MIM, an embodiment of playful imagination,"
Times Tales,https://www.timestales.com/,https://www.homeschool.com/resource-guide/times-tales/,,$50-$95,"Times Tales® is a groundbreaking memorization method that has empowered over 350,000 children to master their times tables swiftly and effortlessly. For over 20 years, it has been a trusted resource for parents,"
A Reason for Handwriting,https://areasonfor.com/collections/handwriting,https://www.homeschool.com/resource-guide/a-reason-for-handwriting/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$15.95 - $34.95,"It's a fact that when children enjoy their lessons, learning is greatly enhanced and retention greatly increased. A Reason For Handwriting provides a fun, meaningful approach to developing handwriting skills. Every"
Excel High School Online Classes,https://www.excelhighschool.com/,https://www.homeschool.com/resource-guide/excel-high-school-online-classes/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$99-$129/mo,Excel High School is a regionally accredited online school offering flexible and affordable options for students in middle or high school. Excel provides the structure of a traditional high school in an online format
CTC Math,https://www.ctcmath.com/,https://www.homeschool.com/resource-guide/ctc-math/,Pre-K - 12th Grade,$29.97/mo single membership or $39.97 family membership,"CTC Math is an interactive online math tutor used by over 210,000 students, providing over 57,000 interactive questions and over 1,367 animated math lessons. CTC Math tutorials are short, concise, and easily understood."
Denison Algebra,https://www.denisonalgebra.com/,https://www.homeschool.com/resource-guide/denison-algebra/,8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"""We are a curriculum company built for homeschool families to provide quality, digital instruction in middle and high school math, particularly algebra. As homeschoolers ourselves, we understand the issues - from"
Deeper Roots Publication,http://deeperroots.com/,https://www.homeschool.com/resource-guide/deeper-roots-publication/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),This is a place to purchase Bible Study books and workbooks for you or your child.
Self-Paced AP Language Prep,https://www.homeschool.com/resource-guide/self-paced-ap-language-prep/,https://www.homeschool.com/resource-guide/self-paced-ap-language-prep/,10th Grade; 11th Grade; 12th Grade,$149,AIM Academy offers many live & online classes. This AP Language Prep class will help your student be prepared to take the AP Prep Exam. This course is self-paced & not a live class.
AMSCO School Publication Inc.,https://www.perfectionlearning.com/,https://www.homeschool.com/resource-guide/amsco-perfection-learning/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"Perfection Learning has been a leader in reading, literature, and language arts programs with both textbook and supplemental programs. Whether you are implementing a new curriculum, filling gaps, or addressing a target"
Smartick Online Platform,https://www.smartickmethod.com/,https://www.homeschool.com/resource-guide/smartick-online-platform/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade,$33/mon -$40/mon,"Smartick is an interactive online platform for children ages 4-14 that helps them learn math (specifically programming, reasoning, and problem solving). Personalized to each child, Smartick is designed for children to"
My Music Workshop,https://www.mymusicworkshop.com/,https://www.homeschool.com/resource-guide/my-music-workshop/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$9.99 - $15.99 yearly or monthly,"My Music Workshop is a convenient, online music learning program for kids. We offer over 700 on-demand lessons that cover the piano, ukulele, drums, singing, and much more. If you don’t have an instrument, or your"
"Sing, Spell, Read, and Write Curriculum",https://www.songsthatteachus.com/academic-programs/sing-spell-read-write,https://www.homeschool.com/resource-guide/sing-spell-read-and-write-curriculum/,Preschool; Kindergarten; 1st Grade; 2nd Grade,$7.97-$316.47,"Sing, Spell, Read, and Write has many materials for students learning to read and write. The materials are designed to provide students with an entire curriculum. Their resources include songs, exercises, books, and"
WhyBelieve.Faith,https://whybelieve.faith/,https://www.homeschool.com/resource-guide/whybelieve-faith/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Free,"WhyBelieve.Faith is a completely free, interactive apologetics curriculum built to teach young people not just what Christians believe, but why there is good reason to believe it. The curriculum spans 46 lessons across"
Easy Peasy All-in-One Homeschool,https://allinonehomeschool.com/,https://www.homeschool.com/resource-guide/easy-peasy-all-in-one-homeschool/,Pre-K - 12th Grade,FREE,"Easy Peasy All-in-One Homeschool is a free homeschool curriculum for grades PeK-12. Easy Peasy All-in-One Homeschool Curriculum offers Art, Drawing, Bible, History, Language Arts, Math, Music, P.E., Reading, Science"
Writeonwebb Online Curriculum,https://www.writeonwebb.com/,https://www.homeschool.com/resource-guide/writeonwebb-online-curriculum/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$Free-$499,"Write On provides online writing courses that follow grade-level standards. Curriculum options include WOW Writers LIVE, which is a four-month-long program where students learn to write and present essays; WOW Writers"
IQ Tests,https://www.funeducation.com/Tests/,https://www.homeschool.com/resource-guide/iq-tests/,,Free,"There are a variety of choices here for a psychological test, whether typical IQ tests, self-discovery, personality tests, or an aptitude test. All of these tests may help individualize your homeschooler’s education"
Thinking Tree,https://www.funschooling.com/,https://www.homeschool.com/resource-guide/thinking-tree/,Pre-K - 12th Grade,varies,"Fun-schooling is a student-led approach that includes choosing materials for different subjects that interest your child, adding library books, and taking off! School won't be a chore when your child is engaged and"
HSLDA – Home School Legal Defense Association,https://hslda.org/,https://www.homeschool.com/resource-guide/hslda/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$130/yr,"HSLDA is a membership oriented website that offers personalized guidance and coaching for families wanting to homeschool. They offer legal advice and protect homeschoolers' rights in court. In addition, HSLDA also"
Washington Virtual Academies,https://wava.k12.com/,https://www.homeschool.com/resource-guide/washington-virtual-academies-2/,Pre-K - 12th Grade,Free,Washington Virtual Academies (WAVA) is an online public school that uses the K12 curriculum. Tuition is free for Washington residents and instructional materials are provided. Parents and students are partnered with a
Harper Collins Publishers,https://www.harpercollins.com/worldwide/,https://www.homeschool.com/resource-guide/harper-collins-publishers/,4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"At HarperCollins, authors and their work are at the center of everything we do. We are proud to provide our authors with unprecedented editorial excellence, marketing reach, long-standing connections with booksellers,"
Elephango Online Curriculum,https://www.elephango.com/,https://www.homeschool.com/resource-guide/elephango-online-curriculum/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$19.99/mo,Elephango is an online resource that acts as a study companion for homeschool children. The subjects and lessons offered by Elephango cater to the diverse interests of growing children. Elephango is available for
Stem From The Start,http://stemfromthestart.org/,https://www.homeschool.com/resource-guide/stem-from-the-start/,Preschool; Kindergarten; 1st Grade; 2nd Grade,$1,"A curriculum resource for teaching STEM content to PreK-2 students. Blending animated adventures with guided activities, these free lessons are engaging, effective, easy to prepare and aligned with the Next Generation"
Explorer’s Bible Study,https://www.homeschool.com/resource-guide/explorers-bible-study/,https://www.homeschool.com/resource-guide/explorers-bible-study/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),Designed to encourage students to encounter the Word personally rather than just study what someone says about the Bible. Since 1976 Explorer’s Bible Study (EBS) has brought in-depth Bible Study to communities around
Stages Learning Materials ARIS,https://www.stageslearning.com/pages/aris,https://www.homeschool.com/resource-guide/stages-learning-materials-aris/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade,"$ 2,499.99 one time payment, monthly payments are an option","Stages Learning Materials' ARIS, Academic Readiness Intervention System Language Builder, is a complete Autism education curriculum. Through the use of Language Builder Picture Card sets, 3D manipulatives, custom home"
Notgrass History,https://history.notgrass.com/curriculum/,https://www.homeschool.com/resource-guide/notgrass-history/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"Bible-based and easy-to-use high school curriculum for homeschooling families. We have courses in world history, U.S. history, U.S. government, economics, the Bible, and art."
Nelson Academy of Agricultural Sciences Online,https://allagonline.com/,https://www.homeschool.com/resource-guide/nelson-academy-of-agricultural-sciences-online/,9th Grade; 10th Grade; 11th Grade; 12th Grade,Tuition by Semester,"Nelson Academy of Agricultural Sciences Online is dedicated to offering affordable, high-quality agriculture courses to high school students."
IXL,https://www.ixl.com/,https://www.homeschool.com/resource-guide/ixl/,Pre-K - 12th Grade,$9.95-$19.95/ month,"IXL is personalized learning. With a comprehensive K-12 curriculum, individualized guidance, and real-time analytics. IXL helps homeschoolers with children from K4 - 8th grade. This program is set up as a typical"
Ventris ALL Curriculum,https://www.ventrislearning.com/all/,https://www.homeschool.com/resource-guide/ventris-all-curriculum/,Preschool; Kindergarten; 1st Grade,$38.93,The Assessment of Literacy and Language (ALL) helps evaluate literacy and language skills. ALL helps assess whether a student has a language impairment or is at risk for one. Current language and literacy skills are
Curiosity Chronicles,https://www.curiositychronicles.org/,https://www.homeschool.com/resource-guide/curiosity-chronicles/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade,varies by product,"If you are looking for a secular, fact-based curriculum to teach your children history without a certain religious perspective, look no further than Curiosity Chronicles. This program is unique in that it also teaches"
The Amoeba Sisters,https://www.youtube.com/user/AmoebaSisters,https://www.homeschool.com/resource-guide/the-amoeba-sisters/,7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,FREE,"""We are two sisters on a mission to demystify science with humor and relevance by creating free videos, GIFs, handouts, resources, and comics. On our channel page, you can scroll down to see some of our featured videos."
Mrs.Wordsmith,https://www.mrswordsmith.com/,https://www.homeschool.com/resource-guide/mrs-wordsmith/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$20-$77.50,"Our data scientists choose the right word, regardless of age. We know when and how to teach a 6 year-old epic words like ""discerning"" - words that will make them better readers at any age. Both on paper and in"
Unit Studies by Amanda Bennet,https://unitstudy.com/,https://www.homeschool.com/resource-guide/unit-studies-by-amanda-bennet/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$8.00-$18.95,"Our unit studies products capture the attention of children and aid in their discovery and understanding. Through our products, our goal is to help children become self-motivated learners, eager to explore God’s"
Quest Clubs,https://questclubs.com/,https://www.homeschool.com/resource-guide/quest-clubs/,Pre-K - 12th Grade,$35/ year,"Quest is a badge based educational incentive program that can be used in a wide variety of ways from scout like clubs to after school programs, to homeschool curriculum and more! With nine Areas of Discovery, our badges"
4-H Curriculum,https://4-h.org/parents/curriculum/,https://www.homeschool.com/resource-guide/4-h-curriculum/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Varies,"The hands-on educational resources 4-H is known for are now available at home! Whether you’re a 4-H member, a virtual learner, a homeschooler or just looking for some quick and fun activities to take your interests to"
Learning Upgrade,https://learningupgradeapp.com/,https://www.homeschool.com/resource-guide/learning-upgrade/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"Learning Upgrade enables homeschool students to rapidly catch up and move ahead in math and reading. Lessons include songs, video, games, and rewards that motivate your child to make learning breakthroughs."
Earthschooling Curriculum,https://earthschooling.info/thebearthinstitute/,https://www.homeschool.com/resource-guide/earthschooling-curriculum/,Pre-K - 12th Grade,Starting at $15,"Earthschooling is the Waldorf home-school curriculum you have been waiting for! Used by home-schoolers around the world, Earthschooling is a creative and comprehensive curriculum."
Praising God on the Piano,http://www.christiandramaandmusic.com/,https://www.homeschool.com/resource-guide/praising-god-on-the-piano/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"A self-teaching Christian piano course that teaches technique, music theory, and classical music as well as hymn playing."
Penn Foster,https://www.pennfoster.edu/,https://www.homeschool.com/resource-guide/penn-foster/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$1,"Experience the Penn Foster difference with an online learning platform like no other. PFx, our mobile-friendly, interactive learning tool combines fun, easy to use technology, support from instructors and personal"
Christian Poetry,https://www.thegiftofwords.com/,https://www.homeschool.com/resource-guide/christian-poetry/,8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$21.99,"This book combines the poetry of the Psalms, a model for how to reflect, and questions to prompt written reflection. In addition, the reader will find poetic devices identified, defined, and illustrated with a glossary"
Discovery K12,http://discoveryk12.com/dk12/,https://www.homeschool.com/resource-guide/discovery-k12/,Pre-K - 12th Grade,Free-$99,Discovery K12 provides a full online curriculum. They provide everything that a parent would need to homeschool. They believe in giving parent educators a free and easy alternative to traditional public schools.
5 Minutes to Better Reading Skills,https://bonnieterrylearning.com/product/improve-reading-fluency-speed-help/,https://www.homeschool.com/resource-guide/5-minutes-to-better-reading-skills/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade,$59-79,The program is set up to incorporate every vowel and consonant combination in the English language with lots of reviews built in. The way the words are printed helps students pull the words together and even helps their
Master the SAT eCourses,https://store.collegeprepgenius.com/,https://www.homeschool.com/resource-guide/master-the-sat-ecourses/,,$139 - $189,Help your high schooler prepare for taking the SAT with these online courses.
Mas Spanish,http://www.learnmasspanish.com,https://www.homeschool.com/resource-guide/mas-spanish/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$197,"Mas Spanish is a video-based homeschool curriculum that covers 12 units of introductory Spanish. Utilizing recorded videos, worksheets, activities, and online games, Mas Spanish is the closest thing you can get to a"
Horrible Histories,https://shop.scholastic.co.uk/horrible-histories,https://www.homeschool.com/resource-guide/horrible-histories/,2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,Varies,"""The bestselling books that tell history like it is – full of awesome upsets and brainless blunders! All the yucky bits and foul facts that other books leave out. From the savage Stone Age to the vicious Victorians,"
Standard Deviants Accelerate,https://www.dvdsforschools.com/Default.asp,https://www.homeschool.com/resource-guide/standard-deviants-accelerate/,6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,Monthly Subscription,"Online learning for middle and high school homeschool students including video lessons, review activities, quizzes, writing assignments, and tests. It adapts to your child’s needs by re-teaching the topics with low"
Homeschool Adventure,https://homeschooladventure.com/,https://www.homeschool.com/resource-guide/homeschool-adventure/,2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,varies,"Homeschool Adventure provides engaging resources to help you teach critical thinking from a biblical worldview. Our curricula teach students how to write skillfully, think critically, speak clearly as they explore"
Curriculum for Autism,https://www.curriculumforautism.com/,https://www.homeschool.com/resource-guide/curriculum-for-autism/,Pre-K - 12th Grade,Free-$20,"Curriculum for Autism provides various products such as worksheets, cards, games, posters and other tools to help home-school a child with Autism. Curriculum products which are sold separately include material to help"
Homeschool Languages,https://www.homeschoollanguages.com/,https://www.homeschool.com/resource-guide/homeschool-languages/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,$75.00 - $155.00,"Using play-based learning, Homeschool Languages is designed for non-readers and readers alike, ages 4-10. It doesn't begin with words for farm animals and random items, but with words one would use in communication."
CalcuLadder & Learning Vitamins,http://www.schoolmadesimple.com,https://www.homeschool.com/resource-guide/calculadder-learning-vitamins/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade,$10 - $30,"CalcuLadder, ReadyWriter, AlphaBetter, and SanctFinder–the Learning Vitamins Drill Series–were written by Dr. Edwin C. Myers, a homeschool dad of 12 kids and a former NASA rocket scientist! We thank God that for"
True North Homeschool Academy,https://truenorthhomeschoolacademy.com/,https://www.homeschool.com/resource-guide/true-north-homeschool-academy/,Pre-K - 12th Grade,$21-$897,"Truth North Homeschool Academy offers live, interactive online classes that particularly benefits students with special needs. Using advanced techniques, professional oversight, as well as small classrooms, students are"
Science for High School,https://www.scienceforhighschool.com/,https://www.homeschool.com/resource-guide/science-for-high-school/,9th Grade; 10th Grade; 11th Grade; 12th Grade,$82-$157,Does the thought of teaching the high school sciences scare the daylights out of you? I know plenty of parents that feel that way. That’s the reason I wrote these curriculums designed for the homeschooling family.
Diamond Piano,https://diamondpiano.com/,https://www.homeschool.com/resource-guide/diamond-piano/,1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,$20-$75/ month,Diamond Piano's Online Academy (DPOA) is a comprehensive self-study music program for ages 6 to 106. DPOA students learn how to read music and play piano with proper technique and good musicianship AND also how to
History Bombs Classroom,https://www.historybombs.com/,https://www.homeschool.com/resource-guide/history-bombs-classroom/,5th Grade; 6th Grade; 7th Grade; 8th Grade,$5.56-$66.73,History Bombs Classroom provides students with original and interesting videos designed to teach them about history. The videos are followed by engaging activities and quizzes. History Bombs Classroom can be used to
BJU Press Homeschool,https://www.bjupresshomeschool.com,https://www.homeschool.com/resource-guide/bju-distance-learning-online/,Pre-K - 12th Grade,$10-$899,"BJU Press is a Christian company that offers many different homeschool options. Their Distance Learning Online is available for grades K3-12 and you can tailor it to your own needs, from getting dvds & textbooks to"
Miami Private Tutoring,https://www.parliamenttutors.com/,https://www.homeschool.com/resource-guide/miami-private-tutoring/,Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade; 9th Grade; 10th Grade; 11th Grade; 12th Grade,"$100-$3,000","Private tutoring and test preparation in Miami Beach. Parliament Tutors is committed to helping students meet their academic and career goals. They offer first-rate academic tutoring services, covering all subjects from"
JD Educational,https://jdeducational.com/,https://www.homeschool.com/resource-guide/jd-educational/,Preschool; Kindergarten,$7.99-$346.63,JDEducational offers courses for kids ages 2-6 which help prepare them for Kindergarten. There are also parent and preschool planning courses that help teach you how to engage your child and help them behave properly.
JacKris Publishing,https://jackrispublishing.com/,https://www.homeschool.com/resource-guide/jackris-publishing/,3rd Grade; 4th Grade; 5th Grade; 6th Grade; 7th Grade; 8th Grade,$2.99-$28.99,"We specialize in providing language arts curricula to educators of all types who wish to strengthen their students' mastery of spelling, vocabulary, English grammar, traditional writing, and creative writing"
National Driver Training,https://nationaldrivertraining.com/,https://www.homeschool.com/resource-guide/national-driver-training/,9th Grade; 10th Grade; 11th Grade; 12th Grade,One-Time Payment (Materials),"This curriculum includes seven levels each with two parts, classroom and driving."
Kirkwood Online Lessons,https://kirkwoodeducationonline.com/curriculum,https://www.homeschool.com/resource-guide/kirkwood-online-lessons/,Preschool; Kindergarten; 1st Grade; 2nd Grade; 3rd Grade; 4th Grade; 5th Grade,$30/Mo,"Kirkwood is a flexible, convenient, and affordable homeschool program for students from PreK through 5th grade. Using workbooks with online lessons, students are able to learn a variety of subjects at the pace of their"
